time,r_pns,mass_pns
1.79,19.1412298258877,2.29319502228276
1.8,18.691643121667,2.29553089068861
1.81,19.1412298258877,2.29770143960314
1.82,18.691643121667,2.30016460928778
1.83,18.691643121667,2.30235250657379
1.85,18.691643121667,2.30635370837148
1.86,18.691643121667,2.30824935824728
1.87,18.2526162511899,2.31004335576041
1.88,18.2526162511899,2.31186644958585
1.89,18.2526162511899,2.31372029774087
1.9,18.2526162511899,2.31559853615291
1.91,18.2526162511899,2.31751579250216
1.92,17.8239011864619,2.3192241914901
1.93,17.8239011864619,2.32104908043977
1.94,17.8239011864619,2.32303901060904
1.95,17.8239011864619,2.3249096963215
1.96,17.8239011864619,2.32687181534979
1.97,17.8239011864619,2.32887345324934
1.98,17.8239011864619,2.33082665482044
1.99,17.8239011864619,2.33274893054538
